File,Result,Cpu,Mem
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/7,0,5.0068,122408
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:2/10,0,0.190586,20456
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/cilium/bpf_xdp_snat_linux_v1.o:from-netdev,1,0.050003,7952
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/invalid/invalid-lddw.o:.text,unmarshaling error at 1: incomplete lddw,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/cpustat_kern.o:tracepoint/power/cpu_idle,1,0.032375,7940
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/cpustat_kern.o:tracepoint/power/cpu_frequency,1,0.014639,6480
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/lathist_kern.o:kprobe/trace_preempt_off,1,0.001723,4456
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/lathist_kern.o:kprobe/trace_preempt_on,1,0.011733,6332
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/lwt_len_hist_kern.o:len_hist,1,0.006555,5336
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_getuid,1,0.004207,5072
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_geteuid,1,0.003577,5108
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_getgid,1,0.00344,5136
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_getegid,1,0.003559,5248
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_connect,1,0.112954,7080
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_gettid,1,0.018305,5204
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_getpgid,1,0.035879,5828
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/map_perf_test_kern.o:kprobe/sys_getppid,1,0.034958,5640
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/offwaketime_kern.o:kprobe/try_to_wake_up,1,0.003479,5440
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/offwaketime_kern.o:tracepoint/sched/sched_switch,1,0.024016,5724
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/sampleip_kern.o:perf_event,1,0.003821,4460
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/sockex1_kern.o:socket1,unmarshaling error at 1: bad instruction op 0x30,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/sockex2_kern.o:socket2,unmarshaling error at 2: bad instruction op 0x28,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/sockex3_kern.o:socket/3,unmarshaling error at 13: bad instruction op 0x48,,
/home/hamza/Desktop/ebpf-project/ebpf-verifier/ebpf-samples/linux/sockex3_kern.o:socket/4,unmarshaling error at 13: bad instruction op 0x50,,
